evidence,posterior,posterior_name,param_num,param_name
No evidence,0.03,stealing_1_0,none,0
"('E_psych_report_1_0', 1)",0.73,stealing_1_0,none,0
"('E_camera_1', 1)",0.73,stealing_1_0,none,0
"('E_camera_seen_stealing_1_0', 1)",0.95,stealing_1_0,none,0
"('E_object_gone_0', 1)",0.98,stealing_1_0,none,0
