experiment,disturbance,accuracy,rmsq,failed
mark_dies_by_accident,0,1.0,0.0004240342513668851,0.0
mark_dies_by_accident,0.001,0.8888888888888888,0.06973680862816378,0.0
mark_dies_by_accident,0.01,0.8888888888888888,0.07014941528022388,0.0
mark_dies_by_accident,0.025,0.8888888888888888,0.06974669311934743,0.0
mark_dies_by_accident,0.05,0.8888888888888888,0.07095563108977469,0.0
mark_dies_by_accident,0.1,0.8888888888888888,0.06946651202219217,0.0
mark_dies_by_accident,0.125,0.8888888888888888,0.07145051608972294,0.0
mark_dies_by_accident,0.2,0.8888888888888888,0.07006347322559095,0.0
mark_dies_by_accident,0.25,0.8888888888888888,0.07195402296913692,0.0
mark_dies_by_accident,0.33,0.8888888888888888,0.07533333227220256,0.0
mark_dies_by_accident,0.5,0.8888888888888888,0.08234899325256807,0.0
