experiment,disturbance,accuracy,rmsq,failed
mark_dies_by_accident,0,0.4817813765182186,0.5182031728410433,0.0
mark_dies_by_accident,0.001,0.48582995951417,0.5156776061633462,0.0
mark_dies_by_accident,0.01,0.48582995951417,0.5156625719128664,0.0
mark_dies_by_accident,0.025,0.48582995951417,0.5156772459996999,0.0
mark_dies_by_accident,0.05,0.48582995951417,0.5156331956283078,0.0
mark_dies_by_accident,0.1,0.48582995951417,0.5156874550275314,0.0
mark_dies_by_accident,0.125,0.48582995951417,0.5156151633813462,0.0
mark_dies_by_accident,0.2,0.48582995951417,0.5156657034047356,0.0
mark_dies_by_accident,0.25,0.48582995951417,0.5155968169768331,0.0
mark_dies_by_accident,0.33,0.48582995951417,0.515473684249191,0.0
mark_dies_by_accident,0.5,0.48582995951417,0.5152180528774368,0.0
