evidence,posterior,posterior_name,param_num,param_name
No evidence,0.18,stealing_1_0,map,zuidCentrum.png
"('E_camera_1', 1)",0.18,stealing_1_0,map,zuidCentrum.png
"('E_object_gone_0', 1)",0.5,stealing_1_0,map,zuidCentrum.png
"('E_psych_report_1_0', 1)",0.96,stealing_1_0,map,zuidCentrum.png
"('E_camera_sees_object_1_0', 1)",1.0,stealing_1_0,map,zuidCentrum.png
