evidence,posterior,posterior_name,param_num,param_name
No evidence,0.04,successful_stolen,arbit,0.33
"('E_object_is_gone', 1)",0.06,successful_stolen,arbit,0.33
"('E_broken_lock', 1)",0.49,successful_stolen,arbit,0.33
"('E_disturbed_house', 1)",0.49,successful_stolen,arbit,0.33
"('E_s_spotted_by_house', 1)",0.49,successful_stolen,arbit,0.33
"('E_s_spotted_with_goodie', 1)",0.49,successful_stolen,arbit,0.33
"('E_private', 0)",1.0,successful_stolen,arbit,0.33
