evidence,posterior,posterior_name,param_num,param_name
No evidence,0.06,successful_stolen,param,6
"('E_object_is_gone', 1)",0.2,successful_stolen,param,6
"('E_broken_lock', 1)",0.57,successful_stolen,param,6
"('E_disturbed_house', 1)",0.57,successful_stolen,param,6
"('E_s_spotted_by_house', 1)",0.57,successful_stolen,param,6
"('E_s_spotted_with_goodie', 1)",0.61,successful_stolen,param,6
"('E_private', 0)",1.0,successful_stolen,param,6
