experiment,disturbance,accuracy,rmsq,failed
KB2,0,0.8888888888888888,0.1353526380307576,0.0
KB2,0.001,0.8888888888888888,0.13529042188751036,0.0
KB2,0.01,0.8888888888888888,0.13457394374750342,0.0
KB2,0.025,0.8888888888888888,0.13499861033382507,0.0
KB2,0.05,0.8888888888888888,0.13386111078081647,0.0
KB2,0.1,0.0,0.0,1.0
KB2,0.125,0.0,0.0,1.0
KB2,0.2,0.0,0.0,1.0
KB2,0.25,0.0,0.0,1.0
KB2,0.33,0.0,0.0,1.0
KB2,0.5,0.0,0.0,1.0
