evidence,posterior,posterior_name,param_num,param_name
No evidence,0.24,mark_dies,none,0
"('E_neighbor', 1)",0.27,mark_dies,none,0
"('E_prints', 1)",0.39,mark_dies,none,0
"('E_stab_wounds', 1)",0.4,mark_dies,none,0
"('E_forensic', 1)",1.0,mark_dies,none,0
