evidence,posterior,posterior_name,param_num,param_name
No evidence,0.02,stealing_1_0,arbit,0.1
"('E_psych_report_1_0', 1)",0.21,stealing_1_0,arbit,0.1
"('E_camera_1', 1)",0.21,stealing_1_0,arbit,0.1
"('E_camera_seen_stealing_1_0', 1)",0.67,stealing_1_0,arbit,0.1
"('E_object_gone_0', 1)",0.91,stealing_1_0,arbit,0.1
