distortion,param,strong,noise,evidenceCUMUL,hypNode,Probability,K2Probability,Game,accuracy,rms
arbitraryRounded,0.125,strong,0,E_0_says_stolen1,agent_steals,0.12,0.1,0.9175,0.0216,strangeGame
arbitraryRounded,0.125,strong,0,E_1_says_stolen1,agent_steals,0.12,0.1,0.9175,0.0216,strangeGame
arbitraryRounded,0.125,strong,0,E_2_says_stolen1,agent_steals,0.02,0.01,0.9175,0.0216,strangeGame
arbitraryRounded,0.125,strong,0,E_3_says_stolen1,agent_steals,0.02,0.01,0.9175,0.0216,strangeGame
arbitraryRounded,0.125,strong,0,E_4_says_stolen1,agent_steals,0.0,0.0,0.9175,0.0216,strangeGame
arbitraryRounded,0.125,strong,0,E_5_says_stolen1,agent_steals,0.0,0.0,0.9175,0.0216,strangeGame
arbitraryRounded,0.125,strong,0,E_6_says_stolen1,agent_steals,0.0,0.0,0.9175,0.0216,strangeGame
arbitraryRounded,0.125,strong,0,E_7_says_stolen1,agent_steals,0.0,0.0,0.9175,0.0216,strangeGame
arbitraryRounded,0.125,strong,0,E_8_says_stolen1,agent_steals,0.0,0.0,0.9175,0.0216,strangeGame
arbitraryRounded,0.2,weak,0,no_evidence0,agent_steals,H0,0.49,0.83,0.098,strangeGame
arbitraryRounded,0.2,weak,0,E_0_says_stolen1,agent_steals,H0,0.1,0.83,0.098,strangeGame
arbitraryRounded,0.2,weak,0,E_1_says_stolen1,agent_steals,H0,0.1,0.83,0.098,strangeGame
arbitraryRounded,0.2,weak,0,E_2_says_stolen1,agent_steals,H0,0.01,0.83,0.098,strangeGame
arbitraryRounded,0.2,weak,0,E_3_says_stolen1,agent_steals,H0,0.01,0.83,0.098,strangeGame
arbitraryRounded,0.2,weak,0,E_4_says_stolen1,agent_steals,H0,0.0,0.83,0.098,strangeGame
arbitraryRounded,0.2,weak,0,E_5_says_stolen1,agent_steals,H0,0.0,0.83,0.098,strangeGame
arbitraryRounded,0.2,weak,0,E_6_says_stolen1,agent_steals,H0,0.0,0.83,0.098,strangeGame
arbitraryRounded,0.2,weak,0,E_7_says_stolen1,agent_steals,H0,0.0,0.83,0.098,strangeGame
arbitraryRounded,0.2,weak,0,E_8_says_stolen1,agent_steals,H0,0.0,0.83,0.098,strangeGame
arbitraryRounded,0.2,strong,0,no_evidence0,agent_steals,0.4,0.49,0.83,0.098,strangeGame
arbitraryRounded,0.2,strong,0,E_0_says_stolen1,agent_steals,0.0,0.1,0.83,0.098,strangeGame
arbitraryRounded,0.2,strong,0,E_1_says_stolen1,agent_steals,0.0,0.1,0.83,0.098,strangeGame
arbitraryRounded,0.2,strong,0,E_2_says_stolen1,agent_steals,0.0,0.01,0.83,0.098,strangeGame
arbitraryRounded,0.2,strong,0,E_3_says_stolen1,agent_steals,0.0,0.01,0.83,0.098,strangeGame
arbitraryRounded,0.2,strong,0,E_4_says_stolen1,agent_steals,0.0,0.0,0.83,0.098,strangeGame
arbitraryRounded,0.2,strong,0,E_5_says_stolen1,agent_steals,0.0,0.0,0.83,0.098,strangeGame
arbitraryRounded,0.2,strong,0,E_6_says_stolen1,agent_steals,0.0,0.0,0.83,0.098,strangeGame
arbitraryRounded,0.2,strong,0,E_7_says_stolen1,agent_steals,0.0,0.0,0.83,0.098,strangeGame
arbitraryRounded,0.2,strong,0,E_8_says_stolen1,agent_steals,0.0,0.0,0.83,0.098,strangeGame
arbitraryRounded,0.25,weak,0,no_evidence0,agent_steals,0,0.49,0.62,0.38,strangeGame
arbitraryRounded,0.25,weak,0,E_0_says_stolen1,agent_steals,H0,0.1,0.62,0.38,strangeGame
arbitraryRounded,0.25,weak,0,E_1_says_stolen1,agent_steals,H0,0.1,0.62,0.38,strangeGame
arbitraryRounded,0.25,weak,0,E_2_says_stolen1,agent_steals,H0,0.01,0.62,0.38,strangeGame
arbitraryRounded,0.25,weak,0,E_3_says_stolen1,agent_steals,H0,0.01,0.62,0.38,strangeGame
arbitraryRounded,0.25,weak,0,E_4_says_stolen1,agent_steals,H0,0.0,0.62,0.38,strangeGame
arbitraryRounded,0.25,weak,0,E_5_says_stolen1,agent_steals,H0,0.0,0.62,0.38,strangeGame
arbitraryRounded,0.25,weak,0,E_6_says_stolen1,agent_steals,H0,0.0,0.62,0.38,strangeGame
arbitraryRounded,0.25,weak,0,E_7_says_stolen1,agent_steals,H0,0.0,0.62,0.38,strangeGame
arbitraryRounded,0.25,weak,0,E_8_says_stolen1,agent_steals,H0,0.0,0.62,0.38,strangeGame
arbitraryRounded,0.25,strong,0,no_evidence0,agent_steals,0.5,0.49,0.62,0.38,strangeGame
arbitraryRounded,0.25,strong,0,E_0_says_stolen1,agent_steals,0.0,0.1,0.62,0.38,strangeGame
arbitraryRounded,0.25,strong,0,E_1_says_stolen1,agent_steals,0.0,0.1,0.62,0.38,strangeGame
arbitraryRounded,0.25,strong,0,E_2_says_stolen1,agent_steals,0.0,0.01,0.62,0.38,strangeGame
arbitraryRounded,0.25,strong,0,E_3_says_stolen1,agent_steals,0.0,0.01,0.62,0.38,strangeGame
arbitraryRounded,0.25,strong,0,E_4_says_stolen1,agent_steals,0.0,0.0,0.62,0.38,strangeGame
arbitraryRounded,0.25,strong,0,E_5_says_stolen1,agent_steals,0.0,0.0,0.62,0.38,strangeGame
arbitraryRounded,0.25,strong,0,E_6_says_stolen1,agent_steals,0.0,0.0,0.62,0.38,strangeGame
arbitraryRounded,0.25,strong,0,E_7_says_stolen1,agent_steals,0.0,0.0,0.62,0.38,strangeGame
arbitraryRounded,0.25,strong,0,E_8_says_stolen1,agent_steals,0.0,0.0,0.62,0.38,strangeGame
arbitraryRounded,0.33,weak,0,no_evidence0,agent_steals,H0,0.49,0.62,0.38,strangeGame
arbitraryRounded,0.33,weak,0,E_0_says_stolen1,agent_steals,H0,0.1,0.62,0.38,strangeGame
arbitraryRounded,0.33,weak,0,E_1_says_stolen1,agent_steals,H0,0.1,0.62,0.38,strangeGame
arbitraryRounded,0.33,weak,0,E_2_says_stolen1,agent_steals,H0,0.01,0.62,0.38,strangeGame
arbitraryRounded,0.33,weak,0,E_3_says_stolen1,agent_steals,H0,0.01,0.62,0.38,strangeGame
arbitraryRounded,0.33,weak,0,E_4_says_stolen1,agent_steals,H0,0.0,0.62,0.38,strangeGame
arbitraryRounded,0.33,weak,0,E_5_says_stolen1,agent_steals,H0,0.0,0.62,0.38,strangeGame
arbitraryRounded,0.33,weak,0,E_6_says_stolen1,agent_steals,H0,0.0,0.62,0.38,strangeGame
arbitraryRounded,0.33,weak,0,E_7_says_stolen1,agent_steals,H0,0.0,0.62,0.38,strangeGame
arbitraryRounded,0.33,weak,0,E_8_says_stolen1,agent_steals,H0,0.0,0.62,0.38,strangeGame
arbitraryRounded,0.33,strong,0,no_evidence0,agent_steals,0.33,0.49,0.62,0.38,strangeGame
arbitraryRounded,0.33,strong,0,E_0_says_stolen1,agent_steals,0.0,0.1,0.62,0.38,strangeGame
arbitraryRounded,0.33,strong,0,E_1_says_stolen1,agent_steals,0.0,0.1,0.62,0.38,strangeGame
arbitraryRounded,0.33,strong,0,E_2_says_stolen1,agent_steals,0.0,0.01,0.62,0.38,strangeGame
arbitraryRounded,0.33,strong,0,E_3_says_stolen1,agent_steals,0.0,0.01,0.62,0.38,strangeGame
arbitraryRounded,0.33,strong,0,E_4_says_stolen1,agent_steals,0.0,0.0,0.62,0.38,strangeGame
arbitraryRounded,0.33,strong,0,E_5_says_stolen1,agent_steals,0.0,0.0,0.62,0.38,strangeGame
arbitraryRounded,0.33,strong,0,E_6_says_stolen1,agent_steals,0.0,0.0,0.62,0.38,strangeGame
arbitraryRounded,0.33,strong,0,E_7_says_stolen1,agent_steals,0.0,0.0,0.62,0.38,strangeGame
arbitraryRounded,0.33,strong,0,E_8_says_stolen1,agent_steals,0.0,0.0,0.62,0.38,strangeGame
arbitraryRounded,0.5,weak,0,no_evidence0,agent_steals,0,0.49,0.62,0.38,strangeGame
arbitraryRounded,0.5,weak,0,E_0_says_stolen1,agent_steals,H0,0.1,0.62,0.38,strangeGame
arbitraryRounded,0.5,weak,0,E_1_says_stolen1,agent_steals,H0,0.1,0.62,0.38,strangeGame
arbitraryRounded,0.5,weak,0,E_2_says_stolen1,agent_steals,H0,0.01,0.62,0.38,strangeGame
arbitraryRounded,0.5,weak,0,E_3_says_stolen1,agent_steals,H0,0.01,0.62,0.38,strangeGame
arbitraryRounded,0.5,weak,0,E_4_says_stolen1,agent_steals,H0,0.0,0.62,0.38,strangeGame
arbitraryRounded,0.5,weak,0,E_5_says_stolen1,agent_steals,H0,0.0,0.62,0.38,strangeGame
arbitraryRounded,0.5,weak,0,E_6_says_stolen1,agent_steals,H0,0.0,0.62,0.38,strangeGame
arbitraryRounded,0.5,weak,0,E_7_says_stolen1,agent_steals,H0,0.0,0.62,0.38,strangeGame
arbitraryRounded,0.5,weak,0,E_8_says_stolen1,agent_steals,H0,0.0,0.62,0.38,strangeGame
arbitraryRounded,0.5,strong,0,no_evidence0,agent_steals,0.5,0.49,0.62,0.38,strangeGame
arbitraryRounded,0.5,strong,0,E_0_says_stolen1,agent_steals,0.0,0.1,0.62,0.38,strangeGame
arbitraryRounded,0.5,strong,0,E_1_says_stolen1,agent_steals,0.0,0.1,0.62,0.38,strangeGame
arbitraryRounded,0.5,strong,0,E_2_says_stolen1,agent_steals,0.0,0.01,0.62,0.38,strangeGame
arbitraryRounded,0.5,strong,0,E_3_says_stolen1,agent_steals,0.0,0.01,0.62,0.38,strangeGame
arbitraryRounded,0.5,strong,0,E_4_says_stolen1,agent_steals,0.0,0.0,0.62,0.38,strangeGame
arbitraryRounded,0.5,strong,0,E_5_says_stolen1,agent_steals,0.0,0.0,0.62,0.38,strangeGame
arbitraryRounded,0.5,strong,0,E_6_says_stolen1,agent_steals,0.0,0.0,0.62,0.38,strangeGame
arbitraryRounded,0.5,strong,0,E_7_says_stolen1,agent_steals,0.0,0.0,0.62,0.38,strangeGame
arbitraryRounded,0.5,strong,0,E_8_says_stolen1,agent_steals,0.0,0.0,0.62,0.38,strangeGame
