distortion,param,strong,noise,evidenceCUMUL,hypNode,Probability,K2Probability,Game,accuracy,rms
arbitraryRounded,0.2,strong,0,E_7_says_stolen1,agent_steals,0.96,0.95,0.72,0.029124999999999956,basicGame
arbitraryRounded,0.2,strong,0,E_8_says_stolen1,agent_steals,0.99,0.99,0.72,0.029124999999999956,basicGame
arbitraryRounded,0.25,weak,0,no_evidence0,agent_steals,0,0.51,0.72,0.03674999999999993,basicGame
arbitraryRounded,0.25,weak,0,E_0_says_stolen1,agent_steals,H0,0.21,0.72,0.03674999999999993,basicGame
arbitraryRounded,0.25,weak,0,E_1_says_stolen1,agent_steals,0,0.54,0.72,0.03674999999999993,basicGame
arbitraryRounded,0.25,weak,0,E_2_says_stolen1,agent_steals,H1,0.83,0.72,0.03674999999999993,basicGame
arbitraryRounded,0.25,weak,0,E_3_says_stolen1,agent_steals,0,0.54,0.72,0.03674999999999993,basicGame
arbitraryRounded,0.25,weak,0,E_4_says_stolen1,agent_steals,H1,0.82,0.72,0.03674999999999993,basicGame
arbitraryRounded,0.25,weak,0,E_5_says_stolen1,agent_steals,H1,0.95,0.72,0.03674999999999993,basicGame
arbitraryRounded,0.25,weak,0,E_6_says_stolen1,agent_steals,H1,0.82,0.72,0.03674999999999993,basicGame
arbitraryRounded,0.25,weak,0,E_7_says_stolen1,agent_steals,H1,0.95,0.72,0.03674999999999993,basicGame
arbitraryRounded,0.25,weak,0,E_8_says_stolen1,agent_steals,H1,0.99,0.72,0.03674999999999993,basicGame
arbitraryRounded,0.25,strong,0,no_evidence0,agent_steals,0.5,0.51,0.72,0.03674999999999993,basicGame
arbitraryRounded,0.25,strong,0,E_0_says_stolen1,agent_steals,0.25,0.21,0.72,0.03674999999999993,basicGame
arbitraryRounded,0.25,strong,0,E_1_says_stolen1,agent_steals,0.5,0.54,0.72,0.03674999999999993,basicGame
arbitraryRounded,0.25,strong,0,E_2_says_stolen1,agent_steals,0.75,0.83,0.72,0.03674999999999993,basicGame
arbitraryRounded,0.25,strong,0,E_3_says_stolen1,agent_steals,0.5,0.54,0.72,0.03674999999999993,basicGame
arbitraryRounded,0.25,strong,0,E_4_says_stolen1,agent_steals,0.75,0.82,0.72,0.03674999999999993,basicGame
arbitraryRounded,0.25,strong,0,E_5_says_stolen1,agent_steals,0.9,0.95,0.72,0.03674999999999993,basicGame
arbitraryRounded,0.25,strong,0,E_6_says_stolen1,agent_steals,0.75,0.82,0.72,0.03674999999999993,basicGame
arbitraryRounded,0.25,strong,0,E_7_says_stolen1,agent_steals,0.9,0.95,0.72,0.03674999999999993,basicGame
arbitraryRounded,0.25,strong,0,E_8_says_stolen1,agent_steals,0.96,0.99,0.72,0.03674999999999993,basicGame
arbitraryRounded,0.33,weak,0,no_evidence0,agent_steals,H1,0.51,0.29,0.07294999999999974,basicGame
arbitraryRounded,0.33,weak,0,E_0_says_stolen1,agent_steals,0,0.21,0.29,0.07294999999999974,basicGame
arbitraryRounded,0.33,weak,0,E_1_says_stolen1,agent_steals,H1,0.54,0.29,0.07294999999999974,basicGame
arbitraryRounded,0.33,weak,0,E_2_says_stolen1,agent_steals,H1,0.83,0.29,0.07294999999999974,basicGame
arbitraryRounded,0.33,weak,0,E_3_says_stolen1,agent_steals,H1,0.54,0.29,0.07294999999999974,basicGame
arbitraryRounded,0.33,weak,0,E_4_says_stolen1,agent_steals,H1,0.82,0.29,0.07294999999999974,basicGame
arbitraryRounded,0.33,weak,0,E_5_says_stolen1,agent_steals,H1,0.95,0.29,0.07294999999999974,basicGame
arbitraryRounded,0.33,weak,0,E_6_says_stolen1,agent_steals,H1,0.82,0.29,0.07294999999999974,basicGame
arbitraryRounded,0.33,weak,0,E_7_says_stolen1,agent_steals,H1,0.95,0.29,0.07294999999999974,basicGame
arbitraryRounded,0.33,weak,0,E_8_says_stolen1,agent_steals,H1,0.99,0.29,0.07294999999999974,basicGame
arbitraryRounded,0.33,strong,0,no_evidence0,agent_steals,0.67,0.51,0.29,0.07294999999999974,basicGame
arbitraryRounded,0.33,strong,0,E_0_says_stolen1,agent_steals,0.5,0.21,0.29,0.07294999999999974,basicGame
arbitraryRounded,0.33,strong,0,E_1_says_stolen1,agent_steals,0.67,0.54,0.29,0.07294999999999974,basicGame
arbitraryRounded,0.33,strong,0,E_2_says_stolen1,agent_steals,0.8,0.83,0.29,0.07294999999999974,basicGame
arbitraryRounded,0.33,strong,0,E_3_says_stolen1,agent_steals,0.67,0.54,0.29,0.07294999999999974,basicGame
arbitraryRounded,0.33,strong,0,E_4_says_stolen1,agent_steals,0.8,0.82,0.29,0.07294999999999974,basicGame
arbitraryRounded,0.33,strong,0,E_5_says_stolen1,agent_steals,0.89,0.95,0.29,0.07294999999999974,basicGame
arbitraryRounded,0.33,strong,0,E_6_says_stolen1,agent_steals,0.8,0.82,0.29,0.07294999999999974,basicGame
arbitraryRounded,0.33,strong,0,E_7_says_stolen1,agent_steals,0.89,0.95,0.29,0.07294999999999974,basicGame
arbitraryRounded,0.33,strong,0,E_8_says_stolen1,agent_steals,0.94,0.99,0.29,0.07294999999999974,basicGame
arbitraryRounded,0.5,weak,0,no_evidence0,agent_steals,0,0.51,0.1325,0.8675,basicGame
arbitraryRounded,0.5,weak,0,E_0_says_stolen1,agent_steals,H0,0.21,0.1325,0.8675,basicGame
arbitraryRounded,0.5,weak,0,E_1_says_stolen1,agent_steals,NA,0.54,0.1325,0.8675,basicGame
arbitraryRounded,0.5,weak,0,E_2_says_stolen1,agent_steals,NA,0.83,0.1325,0.8675,basicGame
arbitraryRounded,0.5,weak,0,E_3_says_stolen1,agent_steals,NA,0.54,0.1325,0.8675,basicGame
arbitraryRounded,0.5,weak,0,E_4_says_stolen1,agent_steals,NA,0.82,0.1325,0.8675,basicGame
arbitraryRounded,0.5,weak,0,E_5_says_stolen1,agent_steals,NA,0.95,0.1325,0.8675,basicGame
arbitraryRounded,0.5,weak,0,E_6_says_stolen1,agent_steals,NA,0.82,0.1325,0.8675,basicGame
arbitraryRounded,0.5,weak,0,E_7_says_stolen1,agent_steals,NA,0.95,0.1325,0.8675,basicGame
arbitraryRounded,0.5,weak,0,E_8_says_stolen1,agent_steals,NA,0.99,0.1325,0.8675,basicGame
arbitraryRounded,0.5,strong,0,no_evidence0,agent_steals,0.5,0.51,0.1325,0.8675,basicGame
arbitraryRounded,0.5,strong,0,E_0_says_stolen1,agent_steals,0.0,0.21,0.1325,0.8675,basicGame
arbitraryRounded,0.5,strong,0,E_1_says_stolen1,agent_steals,NA,0.54,0.1325,0.8675,basicGame
arbitraryRounded,0.5,strong,0,E_2_says_stolen1,agent_steals,NA,0.83,0.1325,0.8675,basicGame
arbitraryRounded,0.5,strong,0,E_3_says_stolen1,agent_steals,NA,0.54,0.1325,0.8675,basicGame
arbitraryRounded,0.5,strong,0,E_4_says_stolen1,agent_steals,NA,0.82,0.1325,0.8675,basicGame
arbitraryRounded,0.5,strong,0,E_5_says_stolen1,agent_steals,NA,0.95,0.1325,0.8675,basicGame
arbitraryRounded,0.5,strong,0,E_6_says_stolen1,agent_steals,NA,0.82,0.1325,0.8675,basicGame
arbitraryRounded,0.5,strong,0,E_7_says_stolen1,agent_steals,NA,0.95,0.1325,0.8675,basicGame
arbitraryRounded,0.5,strong,0,E_8_says_stolen1,agent_steals,NA,0.99,0.1325,0.8675,basicGame
distortion,param,strong,noise,evidenceCUMUL,hypNode,Probability,K2Probability,Game,accuracy,rms
K2,0,weak,0,no_evidence0,agent_steals,H0,H0,0.9175,0.020624999999999994,strangeGame
K2,0,weak,0,E_0_says_stolen1,agent_steals,H0,H0,0.9175,0.020624999999999994,strangeGame
K2,0,weak,0,E_1_says_stolen1,agent_steals,H0,H0,0.9175,0.020624999999999994,strangeGame
K2,0,weak,0,E_2_says_stolen1,agent_steals,H0,H0,0.9175,0.020624999999999994,strangeGame
K2,0,weak,0,E_3_says_stolen1,agent_steals,H0,H0,0.9175,0.020624999999999994,strangeGame
K2,0,weak,0,E_4_says_stolen1,agent_steals,H0,H0,0.9175,0.020624999999999994,strangeGame
K2,0,weak,0,E_5_says_stolen1,agent_steals,H0,H0,0.9175,0.020624999999999994,strangeGame
K2,0,weak,0,E_6_says_stolen1,agent_steals,H0,H0,0.9175,0.020624999999999994,strangeGame
K2,0,weak,0,E_7_says_stolen1,agent_steals,H0,H0,0.9175,0.020624999999999994,strangeGame
K2,0,weak,0,E_8_says_stolen1,agent_steals,H0,H0,0.9175,0.020624999999999994,strangeGame
K2,0,strong,0,no_evidence0,agent_steals,0.49,0.49,0.9175,0.020624999999999994,strangeGame
K2,0,strong,0,E_0_says_stolen1,agent_steals,0.1,0.1,0.9175,0.020624999999999994,strangeGame
K2,0,strong,0,E_1_says_stolen1,agent_steals,0.1,0.1,0.9175,0.020624999999999994,strangeGame
K2,0,strong,0,E_2_says_stolen1,agent_steals,0.01,0.01,0.9175,0.020624999999999994,strangeGame
K2,0,strong,0,E_3_says_stolen1,agent_steals,0.01,0.01,0.9175,0.020624999999999994,strangeGame
K2,0,strong,0,E_4_says_stolen1,agent_steals,0.0,0.0,0.9175,0.020624999999999994,strangeGame
K2,0,strong,0,E_5_says_stolen1,agent_steals,0.0,0.0,0.9175,0.020624999999999994,strangeGame
K2,0,strong,0,E_6_says_stolen1,agent_steals,0.0,0.0,0.9175,0.020624999999999994,strangeGame
K2,0,strong,0,E_7_says_stolen1,agent_steals,0.0,0.0,0.9175,0.020624999999999994,strangeGame
K2,0,strong,0,E_8_says_stolen1,agent_steals,0.0,0.0,0.9175,0.020624999999999994,strangeGame
