evidence,posterior,posterior_name,param_num,param_name
No evidence,0.04,successful_stolen,none,0
"('E_object_is_gone', 1)",0.17,successful_stolen,none,0
"('E_broken_lock', 1)",0.66,successful_stolen,none,0
"('E_disturbed_house', 1)",0.66,successful_stolen,none,0
"('E_s_spotted_by_house', 1)",0.66,successful_stolen,none,0
"('E_s_spotted_with_goodie', 1)",0.72,successful_stolen,none,0
