evidence,posterior,posterior_name,param_num,param_name
No evidence,0.01,stealing_1_0,arbit,0.33
"('E_valuable_1_0', 1)",0.14,stealing_1_0,arbit,0.33
"('E_vulnerable_1_0', 1)",0.48,stealing_1_0,arbit,0.33
"('E_psych_report_1_0', 1)",0.48,stealing_1_0,arbit,0.33
"('E_camera_1', 1)",0.48,stealing_1_0,arbit,0.33
"('E_sneak_1_0', 1)",0.99,stealing_1_0,arbit,0.33
"('E_camera_seen_stealing_1_0', 1)",1.0,stealing_1_0,arbit,0.33
"('E_object_gone_0', 1)",1.0,stealing_1_0,arbit,0.33
