experiment,disturbance,accuracy,rmsq,failed
KB1,0,0.8333333333333334,0.16870262546559603,0.0
KB1,0.001,0.8333333333333334,0.16867042669620616,0.0
KB1,0.01,0.8333333333333334,0.1687106665718597,0.0
KB1,0.025,0.8333333333333334,0.16908333343675355,0.0
KB1,0.05,0.0,0.0,1.0
KB1,0.1,0.0,0.0,1.0
KB1,0.125,0.0,0.0,1.0
KB1,0.2,0.0,0.0,1.0
KB1,0.25,0.0,0.0,1.0
KB1,0.33,0.0,0.0,1.0
KB1,0.5,0.0,0.0,1.0
