evidence,posterior,posterior_name,param_num,param_name
No evidence,0.0,mark_dies,none,0
"('jane_has_knife', 1)",0.0,mark_dies,none,0
"('jane_and_mark_fight', 1)",0.01,mark_dies,none,0
"('jane_stabs_mark_with_knife', 0)",0.0,mark_dies,none,0
