evidence,posterior,posterior_name,param_num,param_name
No evidence,0.02,stealing_1_0,arbit,0.05
"('E_psych_report_1_0', 1)",0.22,stealing_1_0,arbit,0.05
"('E_camera_1', 1)",0.22,stealing_1_0,arbit,0.05
"('E_camera_seen_stealing_1_0', 1)",0.72,stealing_1_0,arbit,0.05
"('E_object_gone_0', 1)",0.92,stealing_1_0,arbit,0.05
